201710;001;00;0000;SS  ;000  ;000;17790;C  ;SFAMREG Holding Course        ;L  ;M  ;0050;0000;0050;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0000                                                                      
201710;001;AS;ENGL;CRTW;201  ;001;16936;A  ;Introduction to Creative Wrtng;L  ;M1 ;0025;0020;0005;09/07/2016;12/20/2016;03:30 pm;04:45 pm; ;T; ;R; ; ; ;      ;          ;Spicer,Tony G            ;0060;0003                                                                      
201710;001;AS;ENGL;CRTW;201  ;002;11312;H  ;Introduction to Creative Wrtng;L  ;M1 ;0020;0019;0001;09/07/2016;12/20/2016;11:00 am;12:15 pm;M; ;W; ; ; ; ;PRAY-H;618       ;Rosenwaike,Polly M       ;0057;0003                                                                      
201710;001;AS;ENGL;CRTW;201  ;003;17060;H  ;Introduction to Creative Wrtng;L  ;M1 ;0020;0015;0005;09/07/2016;12/20/2016;09:30 am;10:45 am;M; ;W; ; ; ; ;PRAY-H;609       ;Ivanoff,Kathleen G       ;0045;0003                                                                      
201710;001;AS;ENGL;CRTW;201  ;004;11586;A  ;Introduction to Creative Wrtng;L  ;M1 ;0025;0004;0021;09/07/2016;12/20/2016;05:00 pm;06:15 pm;M; ;W; ; ; ; ;      ;          ;Nadler,Kellie M          ;0012;0003                                                                      
201710;001;AS;ENGL;CRTW;201  ;005;11787;A  ;Introduction to Creative Wrtng;L  ;M1 ;0025;0013;0012;09/07/2016;12/20/2016;12:30 pm;01:45 pm;M; ;W; ; ; ; ;      ;          ;Rosenwaike,Polly M       ;0039;0003                                                                      
201710;001;AS;ENGL;CRTW;201  ;007;11835;A  ;Introduction to Creative Wrtng;L  ;M1 ;0025;0010;0015;09/07/2016;12/20/2016;02:00 pm;03:15 pm; ;T; ;R; ; ; ;      ;          ;Lao,Linette L            ;0030;0003                                                                      
201710;001;AS;ENGL;CRTW;201  ;008;12217;A  ;Introduction to Creative Wrtng;L  ;M1 ;0025;0009;0016;09/07/2016;12/20/2016;12:30 pm;01:45 pm;M; ;W; ; ; ; ;      ;          ;Williams,Sara M          ;0027;0003                                                                      
201710;001;AS;ENGL;CRTW;201  ;010;12244;A  ;Introduction to Creative Wrtng;L  ;M1 ;0025;0017;0008;09/07/2016;12/20/2016;11:00 am;12:15 pm;M; ;W; ; ; ; ;PRAY-H;329       ;Ivanoff,Kathleen G       ;0051;0003                                                                      
201710;001;AS;ENGL;CRTW;201  ;013;12604;A  ;Introduction to Creative Wrtng;L  ;M1 ;0025;0009;0016;09/07/2016;12/20/2016;02:00 pm;03:15 pm;M; ;W; ; ; ; ;      ;          ;Williams,Sara M          ;0027;0003                                                                      
201710;001;AS;ENGL;CRTW;201  ;014;12990;H  ;Introduction to Creative Wrtng;L  ;M1 ;0020;0020;0000;09/07/2016;12/20/2016;11:00 am;12:15 pm; ;T; ;R; ; ; ;PRAY-H;608       ;Nadler,Kellie M          ;0060;0003                                                                      
201710;001;AS;ENGL;CRTW;201  ;016;13208;A  ;Introduction to Creative Wrtng;L  ;M1 ;0025;0025;0000;09/07/2016;12/20/2016;09:30 am;10:45 am; ;T; ;R; ; ; ;      ;          ;York,Brenna N            ;0075;0003                                                                      
201710;001;AS;ENGL;CRTW;201  ;017;13209;A  ;Introduction to Creative Wrtng;L  ;M1 ;0025;0025;0000;09/07/2016;12/20/2016;12:30 pm;01:45 pm; ;T; ;R; ; ; ;      ;          ;York,Brenna N            ;0075;0003                                                                      
201710;001;AS;ENGL;CRTW;201  ;018;13210;C  ;Introduction to Creative Wrtng;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;CRTW;300  ;000;13466;A  ;Gateway to the Creat Wrtg Prg ;L  ;M1 ;0025;0008;0017;09/07/2016;12/20/2016;12:30 pm;01:45 pm;M; ;W; ; ; ; ;      ;          ;Kirkpatrick,Matthew W    ;0024;0003                                                                      
201710;001;AS;ENGL;CRTW;300  ;001;13852;A  ;Gateway to the Creat Wrtg Prg ;L  ;M1 ;0025;0008;0017;09/07/2016;12/20/2016;09:30 am;10:45 am;M; ;W; ; ; ; ;PRAY-H;329       ;Kirkpatrick,Matthew W    ;0024;0003                                                                      
201710;001;AS;ENGL;CRTW;335W ;000;17362;A  ;Poems in Prose                ;L  ;M1 ;0025;0012;0013;09/07/2016;12/20/2016;12:30 pm;01:45 pm; ;T; ;R; ; ; ;      ;          ;Halpern,Robert S         ;0036;0003                                                                      
201710;001;AS;ENGL;CRTW;335W ;001;14319;C  ;Exper Prose                   ;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;CRTW;335W ;003;12128;A  ;New Genres                    ;L  ;M1 ;0025;0009;0016;09/07/2016;12/20/2016;12:30 pm;01:45 pm;M; ;W; ; ; ; ;      ;          ;Halpern,Robert S         ;0027;0003                                                                      
201710;001;AS;ENGL;CRTW;422W ;000;16460;A  ;Sound Poetry                  ;L  ;M1 ;0020;0008;0012;09/07/2016;12/20/2016;02:00 pm;03:15 pm; ;T; ;R; ; ; ;PRAY-H;618       ;Hume,Christine           ;0024;0003                                                                      
201710;001;AS;ENGL;CRTW;422W ;001;13853;C  ;Long Poem                     ;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;CRTW;422W ;003;12760;A  ;Somatic Wrtg                  ;L  ;M1 ;0020;0008;0012;09/07/2016;12/20/2016;05:00 pm;06:15 pm; ;T; ;R; ; ; ;PRAY-H;318       ;Halpern,Robert S         ;0024;0003                                                                      
201710;001;AS;ENGL;CRTW;426  ;000;11611;A  ;Contemporary Forms            ;L  ;M1 ;0025;0004;0021;09/07/2016;12/20/2016;12:30 pm;01:45 pm; ;T; ;R; ; ; ;      ;          ;Hume,Christine           ;0012;0003                                                                      
201710;001;AS;ENGL;CRTW;426  ;001;16461;A  ;Contemporary Forms            ;L  ;M1 ;0025;0004;0021;09/07/2016;12/20/2016;05:00 pm;07:40 pm; ;T; ; ; ; ; ;PRAY-H;417       ;Hume,Christine           ;0012;0003                                                                      
201710;001;AS;ENGL;CRTW;497  ;000;14069;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0001                                                                      
201710;001;AS;ENGL;CRTW;499  ;000;12646;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;CRTW;499  ;000;12237;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;CRTW;499  ;001;12292;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;CRTW;506  ;000;16463;A  ;Contemporary Forms            ;L  ;M5 ;0015;0003;0012;09/07/2016;12/20/2016;06:00 pm;08:40 pm;M; ; ; ; ; ; ;PRAY-H;618       ;Kirkpatrick,Matthew W    ;0009;0003                                                                      
201710;001;AS;ENGL;CRTW;524  ;000;16462;A  ;Prose                         ;L  ;M5 ;0015;0002;0013;09/07/2016;12/20/2016;06:00 pm;08:40 pm; ;T; ; ; ; ; ;      ;          ;Harryman,Carla R         ;0006;0003                                                                      
201710;001;AS;ENGL;ENGL;300W ;005;11591;A  ;Writing About Literature      ;L  ;M1 ;0025;0011;0014;09/07/2016;12/20/2016;03:30 pm;04:45 pm;M; ;W; ; ; ; ;PRAY-H;329       ;Staunton,John A          ;0033;0003                                                                      
201710;001;AS;ENGL;ENGL;300W ;006;11592;A  ;Writing About Literature      ;L  ;M1 ;0025;0023;0002;09/07/2016;12/20/2016;11:00 am;12:15 pm; ;T; ;R; ; ; ;PRAY-H;329       ;Lucy,Robin               ;0069;0003                                                                      
201710;001;AS;ENGL;ENGL;300W ;008;11828;A  ;Writing About Literature      ;L  ;M1 ;0025;0014;0011;09/07/2016;12/20/2016;12:30 pm;01:45 pm;M; ;W; ; ; ; ;      ;          ;Csicsila,Joseph          ;0042;0003                                                                      
201710;001;AS;ENGL;ENGL;307  ;000;14574;A  ;Writing Process for Elem Tchrs;L  ;M1 ;0025;0018;0007;09/07/2016;12/20/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;PRAY-H;329       ;Dunbar,Mitra C           ;0054;0003                                                                      
201710;001;AS;ENGL;ENGL;387L4;000;15669;A  ;Co-op Education in English    ;CP ;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;ENGL;408W ;000;14575;A  ;Writing for Secondary Teachers;L  ;M1 ;0025;0023;0002;09/07/2016;12/20/2016;12:30 pm;01:45 pm; ;T; ;R; ; ; ;PRAY-H;329       ;Tucker,William           ;0069;0003                                                                      
201710;001;AS;ENGL;ENGL;409  ;000;14576;A  ;Tchng English Secondary Schls ;L  ;M1 ;0025;0014;0011;09/07/2016;12/20/2016;02:00 pm;03:15 pm; ;T; ;R; ; ; ;PRAY-H;329       ;Tucker,William           ;0042;0003                                                                      
201710;001;AS;ENGL;ENGL;487L4;000;15670;A  ;Co-op Education in English    ;CP ;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;ENGL;497  ;000;10727;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0001                                                                      
201710;001;AS;ENGL;ENGL;498  ;001;10728;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;AS;ENGL;ENGL;499  ;000;10729;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;ENGL;508  ;000;15545;A  ;Writing for Secondary Teachers;L  ;M5 ;0025;0000;0025;09/07/2016;12/20/2016;12:30 pm;01:45 pm; ;T; ;R; ; ; ;PRAY-H;329       ;Tucker,William           ;0000;0003                                                                      
201710;001;AS;ENGL;ENGL;509  ;000;15549;A  ;Tchng English Secondary Schls ;L  ;M5 ;0025;0000;0025;09/07/2016;12/20/2016;02:00 pm;03:15 pm; ;T; ;R; ; ; ;PRAY-H;329       ;Tucker,William           ;0000;0003                                                                      
201710;001;AS;ENGL;ENGL;518  ;000;16948;A  ;Topics in English Education   ;L  ;M5 ;0015;0002;0013;09/07/2016;12/20/2016;05:30 pm;08:10 pm;M; ; ; ; ; ; ;PRAY-H;329       ;Staunton,John A          ;0006;0003                                                                      
201710;001;AS;ENGL;ENGL;530  ;000;16941;A  ;Issues in Engl Stud for Teach ;L  ;M5 ;0015;0001;0014;09/07/2016;12/20/2016;05:30 pm;08:10 pm;M; ; ; ; ; ; ;PRAY-H;329       ;Staunton,John A          ;0003;0003                                                                      
201710;001;AS;ENGL;ENGL;692  ;001;10734;A  ;Thesis                        ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;ENGL;692  ;002;10735;A  ;Thesis                        ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;ENGL;692  ;003;10736;A  ;Thesis                        ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;ENGL;697  ;000;10737;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0001                                                                      
201710;001;AS;ENGL;ENGL;698  ;000;10738;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;AS;ENGL;ENGL;699  ;000;10739;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;ENGL;699  ;001;10742;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;ENGL;699  ;002;10743;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;ENGL;699  ;003;12294;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;ENGL;699  ;004;12299;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;JRNL;213  ;001;11313;A  ;Introduction to Journalism    ;L  ;M1 ;0036;0033;0003;09/07/2016;12/20/2016;09:30 am;10:45 am;M; ;W; ; ; ; ;PRAY-H;318       ;Li,You                   ;0099;0003                                                                      
201710;001;AS;ENGL;JRNL;213  ;002;13203;H  ;Introduction to Journalism    ;L  ;M1 ;0020;0011;0009;09/07/2016;12/20/2016;11:00 am;12:15 pm;M; ;W; ; ; ; ;PRAY-H;608       ;Li,You                   ;0033;0003                                                                      
201710;001;AS;ENGL;JRNL;215  ;000;17509;A  ;News Writing & Reporting      ;L  ;M1 ;0020;0001;0019;09/07/2016;12/20/2016;06:30 pm;09:10 pm; ;T; ; ; ; ; ;PRAY-H;313       ;Machniak,Christofer L    ;0003;0003                                                                      
201710;001;AS;ENGL;JRNL;215  ;001;12305;A  ;News Writing & Reporting      ;L  ;M1 ;0020;0018;0002;09/07/2016;12/20/2016;02:00 pm;03:15 pm;M; ;W; ; ; ; ;PRAY-H;313       ;Li,You                   ;0054;0003                                                                      
201710;001;AS;ENGL;JRNL;215  ;002;10664;A  ;News Writing & Reporting      ;L  ;M1 ;0020;0016;0004;09/07/2016;12/20/2016;12:30 pm;01:45 pm; ;T; ;R; ; ; ;PRAY-H;520       ;Mackowiak,Vincent A      ;0048;0003                                                                      
201710;001;AS;ENGL;JRNL;215  ;005;11721;A  ;News Writing & Reporting      ;L  ;M1 ;0000;0000;0000;09/07/2016;12/20/2016;09:30 am;10:45 am; ;T; ;R; ; ; ;PRAY-H;314       ;Mackowiak,Vincent A      ;0000;0003                                                                      
201710;001;AS;ENGL;JRNL;215  ;006;13225;C  ;News Writing & Reporting      ;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;JRNL;215  ;007;16859;C  ;News Writing & Reporting      ;DEO;WW1;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;JRNL;306W ;001;11594;A  ;Feature Writing               ;HLB;M1 ;0020;0017;0003;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Schlagheck,Carol         ;0051;0003                                                                      
201710;001;AS;ENGL;JRNL;306W ;001;11594;A  ;Feature Writing               ;HLB;M1 ;0020;0017;0003;09/07/2016;12/20/2016;12:30 pm;01:45 pm; ;T; ; ; ; ; ;PRAY-H;509       ;Schlagheck,Carol         ;0051;0003                                                                      
201710;001;AS;ENGL;JRNL;306W ;002;16860;A  ;Feature Writing               ;DEO;WW1;0020;0015;0005;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Schlagheck,Carol         ;0045;0003                                                                      
201710;001;AS;ENGL;JRNL;307  ;000;10666;C  ;Copy Editing                  ;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;JRNL;307  ;001;13903;A  ;Copy Editing                  ;L  ;M1 ;0020;0005;0015;09/07/2016;12/20/2016;06:30 pm;09:10 pm; ; ;W; ; ; ; ;PRAY-H;313       ;Mackowiak,Vincent A      ;0015;0003                                                                      
201710;001;AS;ENGL;JRNL;307  ;002;17510;A  ;Copy Editing                  ;L  ;M1 ;0020;0009;0011;09/07/2016;12/20/2016;03:30 pm;04:45 pm;M; ;W; ; ; ; ;PRAY-H;314       ;Mackowiak,Vincent A      ;0027;0003                                                                      
201710;001;AS;ENGL;JRNL;310  ;001;15716;A  ;Digital Journalism            ;L  ;M1 ;0020;0012;0008;09/07/2016;12/20/2016;06:30 pm;09:10 pm; ;T; ; ; ; ; ;PRAY-H;314       ;Pepple,Steven J          ;0036;0003                                                                      
201710;001;AS;ENGL;JRNL;313  ;000;10668;A  ;Hist of Amer Journalism       ;L  ;M1 ;0036;0020;0016;09/07/2016;12/20/2016;02:00 pm;03:15 pm; ;T; ;R; ; ; ;      ;          ;Mackowiak,Vincent A      ;0060;0003                                                                      
201710;001;AS;ENGL;JRNL;453  ;001;11874;A  ;Advanced Reporting            ;L  ;M1 ;0020;0010;0010;09/07/2016;12/20/2016;09:30 am;10:45 am; ;T; ;R; ; ; ;PORTER;205D      ;Devine,Kevin S           ;0030;0003                                                                      
201710;001;AS;ENGL;JRNL;455  ;000;10670;A  ;Journalism Law and Ethics     ;L  ;M1 ;0036;0011;0025;09/07/2016;12/20/2016;03:30 pm;04:45 pm;M; ;W; ; ; ; ;PRAY-H;318       ;DuChene,Daniel J         ;0033;0003                                                                      
201710;001;AS;ENGL;JRNL;488L4;000;15652;A  ;Intern Journalism/Pub Rl      ;FE ;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0001                                                                      
201710;001;AS;ENGL;JRNL;489L4;000;15653;A  ;Intern Journalism/Pub Rl      ;FE ;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;AS;ENGL;JRNL;490L4;000;15651;A  ;Intern Journalism/Pub/Rl      ;FE ;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;JRNL;490L4;001;15654;A  ;Intern Journalism/Pub/Rl      ;FE ;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;JRNL;490L4;002;15655;A  ;Intern Journalism/Pub/Rl      ;FE ;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;JRNL;490L4;003;15656;A  ;Intern Journalism/Pub/Rl      ;FE ;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;JRNL;497  ;000;10671;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0001                                                                      
201710;001;AS;ENGL;JRNL;498  ;000;10672;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;AS;ENGL;JRNL;499  ;000;10673;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;JRNL;499  ;001;11025;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;JRNL;499  ;002;11867;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LING;201  ;000;14560;A  ;Intro to Linguistics          ;L  ;M1 ;0125;0049;0076;09/07/2016;12/20/2016;12:30 pm;01:45 pm;M; ;W; ; ; ; ;      ;          ;Dykstra,Karen            ;0147;0003                                                                      
201710;001;AS;ENGL;LING;201  ;002;14562;H  ;Intro to Linguistics          ;L  ;M1 ;0020;0007;0013;09/07/2016;12/20/2016;09:30 am;10:45 am; ;T; ;R; ; ; ;PRAY-H;608       ;Seely,T D                ;0021;0003                                                                      
201710;001;AS;ENGL;LING;205  ;000;14563;A  ;English Words                 ;L  ;M1 ;0036;0011;0025;09/07/2016;12/20/2016;02:00 pm;03:15 pm;M; ;W; ; ; ; ;PRAY-H;318       ;Dykstra,Karen            ;0033;0003                                                                      
201710;001;AS;ENGL;LING;322  ;000;14564;A  ;Languages of the World        ;L  ;M1 ;0025;0007;0018;09/07/2016;12/20/2016;11:00 am;12:15 pm;M; ;W; ; ; ; ;      ;          ;Grondona,Veronica        ;0021;0003                                                                      
201710;001;AS;ENGL;LING;379  ;000;16419;A  ;Language Acquisitionsition    ;L  ;M1 ;0025;0012;0013;09/07/2016;12/20/2016;02:00 pm;03:15 pm; ;T; ;R; ; ; ;      ;          ;Seely,T D                ;0036;0003                                                                      
201710;001;AS;ENGL;LING;401  ;000;14566;A  ;Intro to Linguistic Science   ;L  ;M1 ;0025;0008;0017;09/07/2016;12/20/2016;05:30 pm;06:45 pm; ;T; ;R; ; ; ;PRAY-H;418       ;Goodman,Beverley         ;0024;0003                                                                      
201710;001;AS;ENGL;LING;402  ;001;15172;A  ;Modern English Grammar        ;L  ;M1 ;0025;0014;0011;09/07/2016;12/20/2016;11:00 am;12:15 pm; ;T; ;R; ; ; ;      ;          ;Seely,T D                ;0042;0003                                                                      
201710;001;AS;ENGL;LING;415  ;000;17019;A  ;Women and Language            ;L  ;M1 ;0020;0005;0015;09/07/2016;12/20/2016;03:30 pm;04:45 pm;M; ;W; ; ; ; ;      ;          ;Acton,Eric K             ;0015;0003                                                                      
201710;001;AS;ENGL;LING;420W ;000;16420;A  ;Intro to Phonology            ;L  ;M1 ;0020;0021;0001;09/07/2016;12/20/2016;03:30 pm;04:45 pm; ;T; ;R; ; ; ;      ;          ;Goodman,Beverley         ;0063;0003                                                                      
201710;001;AS;ENGL;LING;497  ;000;10680;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0001                                                                      
201710;001;AS;ENGL;LING;498  ;000;10682;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;AS;ENGL;LING;499  ;000;10685;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LING;499  ;001;10687;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LING;504  ;000;17753;A  ;Modern English Grammar        ;L  ;M5 ;0015;0002;0013;09/07/2016;12/20/2016;11:00 am;12:15 pm; ;T; ;R; ; ; ;      ;          ;Seely,T D                ;0006;0003                                                                      
201710;001;AS;ENGL;LING;510  ;000;16421;A  ;Historical & Comprtv Lin      ;L  ;M5 ;0015;0004;0011;09/07/2016;12/20/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;PRAY-H;609       ;Grondona,Veronica        ;0012;0003                                                                      
201710;001;AS;ENGL;LING;515  ;000;17554;A  ;Women and Language            ;L  ;M5 ;0020;0004;0016;09/07/2016;12/20/2016;03:30 pm;04:45 pm;M; ;W; ; ; ; ;      ;          ;Acton,Eric K             ;0012;0003                                                                      
201710;001;AS;ENGL;LING;531  ;000;16422;A  ;Semantcs: Study of Meang      ;L  ;M5 ;0015;0008;0007;09/07/2016;12/20/2016;06:00 pm;08:40 pm; ; ;W; ; ; ; ;PRAY-H;609       ;Acton,Eric K             ;0024;0003                                                                      
201710;001;AS;ENGL;LING;534  ;000;14573;A  ;Phonological Analysis         ;L  ;M5 ;0005;0004;0001;09/07/2016;12/20/2016;03:30 pm;04:45 pm; ;T; ;R; ; ; ;      ;          ;Goodman,Beverley         ;0012;0003                                                                      
201710;001;AS;ENGL;LING;692  ;000;10688;A  ;Thesis                        ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LING;692  ;001;10690;A  ;Thesis                        ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LING;692  ;002;14210;A  ;Thesis                        ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LING;697  ;000;10691;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0001                                                                      
201710;001;AS;ENGL;LING;697  ;001;10692;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0001                                                                      
